山西龙江保险公估有限公司	保险公估机构	2019-7-26	请选择	
山西榆次农村商业银行股份有限公司东阳支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司北田支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司锦纶路支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司金三角支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司什贴支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司长凝支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司百货广场支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司窑新街支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司俞家街支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司玉湖支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司聂东支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司石岭支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司安宁支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司新集街支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司东城支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司王湖支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司源涡支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司庄子支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司东赵支行	保险兼业代理	未知	 	
山西榆次农村商业银行股份有限公司迎宾支行	保险兼业代理	未知	 	
晋城市城区农村信用合作联社金华分社	保险兼业代理	未知	 	
晋城市城区农村信用合作联社东街分社	保险兼业代理	未知	 	
晋城市城区农村信用合作联社康乐分社	保险兼业代理	未知	 	
晋城市城区农村信用合作联社广场分社	保险兼业代理	未知	 	
晋城市城区农村信用合作联社前进路分社	保险兼业代理	未知	 	
晋城市城区农村信用合作联社兰花路分社	保险兼业代理	未知	 	
晋城市城区农村信用合作联社畅安分社	保险兼业代理	未知	 	
泽州县农村信用合作联社凤西分社	保险兼业代理	未知	 	
泽州县农村信用合作联社西环分社	保险兼业代理	未知	 	
沁水县农村信用合作联社张村分社	保险兼业代理	未知	 	
沁水县农村信用合作联社苏庄分社	保险兼业代理	未知	 	
招商银行股份有限公司太原迎泽西大街支行	保险兼业代理	未知	 	
交通银行股份有限公司晋中分行	保险兼业代理	未知	 	
繁峙农村合作银行利民支行	保险兼业代理	未知	 	
繁峙农村合作银行向阳支行	保险兼业代理	未知	 	
繁峙农村合作银行砂河支行	保险兼业代理	未知	 	
繁峙农村合作银行金山铺支行	保险兼业代理	未知	 	
繁峙农村合作银行大营支行	保险兼业代理	未知	 	
繁峙农村合作银行神堂堡支行	保险兼业代理	未知	 	
繁峙农村合作银行华茂支行	保险兼业代理	未知	 	
繁峙农村合作银行岩头支行	保险兼业代理	未知	 	
繁峙农村合作银行光裕堡支行	保险兼业代理	未知	 	
繁峙农村合作银行义兴寨支行	保险兼业代理	未知	 	
繁峙农村合作银行东山支行	保险兼业代理	未知	 	
繁峙农村合作银行下茹越支行	保险兼业代理	未知	 	
繁峙农村合作银行繁城支行	保险兼业代理	未知	 	
繁峙农村合作银行杏园支行	保险兼业代理	未知	 	
繁峙农村合作银行集义庄支行	保险兼业代理	未知	 	
繁峙农村合作银行横涧支行	保险兼业代理	未知	 	
繁峙农村合作银行富民支行	保险兼业代理	未知	 	
繁峙农村合作银行金鑫支行	保险兼业代理	未知	 	
繁峙农村合作银行裕民支行	保险兼业代理	未知	 	
繁峙农村合作银行兴民支行	保险兼业代理	未知	 	
繁峙农村合作银行石龙支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司文昌支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司红表支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司阳白支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司东胜开发区支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司向前支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司耿镇支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司朝阳支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司沱阳支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司东冶支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司陈家庄支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司台城支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司驼梁支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司高洪口支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司建安支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司迎宾支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司白家庄支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司神西支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司翠岩支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司锦绣支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司财苑支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司蒋坊支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司茹村支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司五台山支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司般若湖支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司佛境支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司豆村支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司石咀支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司台怀街支行	保险兼业代理	未知	 	
山西五台农村商业银行股份有限公司新建路支行	保险兼业代理	未知	 	
长治县农村信用合作联社城关信用社	保险兼业代理	未知	 	
长治县农村信用合作联社赵村信用社	保险兼业代理	未知	 	
长治县农村信用合作联社王坊信用社	保险兼业代理	未知	 	
长治县农村信用合作联社华融信用社	保险兼业代理	未知	 	
长治县农村信用合作联社东和信用社	保险兼业代理	未知	 	
长治县农村信用合作联社苏店信用社	保险兼业代理	未知	 	
长治县农村信用合作联社故县信用社	保险兼业代理	未知	 	
长治县农村信用合作联社高河信用社	保险兼业代理	未知	 	
长治县农村信用合作联社东火信用社	保险兼业代理	未知	 	
长治县农村信用合作联社八义信用社	保险兼业代理	未知	 	
长治县农村信用合作联社西火信用社	保险兼业代理	未知	 	
长治县农村信用合作联社西池信用社	保险兼业代理	未知	 	
长治县农村信用合作联社司马信用社	保险兼业代理	未知	 	
长治县农村信用合作联社贾掌信用社	保险兼业代理	未知	 	
长治县农村信用合作联社郝家庄信用社	保险兼业代理	未知	 	
长治县农村信用合作联社荫城信用社	保险兼业代理	未知	 	
长治县农村信用合作联社北呈信用社	保险兼业代理	未知	 	
长治县农村信用合作联社南宋信用社	保险兼业代理	未知	 	
长治县农村信用合作联社师庄信用社	保险兼业代理	未知	 	
长治县农村信用合作联社柳林信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社洪池信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社常乐信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社西侯信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社张村信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社杜马信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社部官信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社城关信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社张店信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社晴岚信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社南村信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社三门信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社后窑信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社曹川信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社下坪信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社老城信用社	保险兼业代理	未知	 	
平陆县农村信用合作联社青年路分社	保险兼业代理	未知	 	
芮城县农村信用合作联社城关信用社	保险兼业代理	未知	 	
芮城县农村信用合作联社东垆信用社	保险兼业代理	未知	 	
芮城县农村信用合作联社风陵渡信用社	保险兼业代理	未知	 	
芮城县农村信用合作联社汉渡信用社	保险兼业代理	未知	 	
芮城县农村信用合作联社西陌信用社	保险兼业代理	未知	 	
芮城县农村信用合作联社学张信用社	保险兼业代理	未知	 	
芮城县农村信用合作联社永乐信用社	保险兼业代理	未知	 	
芮城县农村信用合作联社陌南信用社	保险兼业代理	未知	 	
芮城县农村信用合作联社大王信用社	保险兼业代理	未知	 	
芮城县农村信用合作联社阳城信用社	保险兼业代理	未知	 	
万荣县农村信用合作联社宝井信用社	保险兼业代理	未知	 	
万荣县农村信用合作联社光华信用社	保险兼业代理	未知	 	
万荣县农村信用合作联社贾村信用社	保险兼业代理	未知	 	
万荣县农村信用合作联社埝底信用社	保险兼业代理	未知	 	
浑源县农村信用合作联社永安信用社	保险兼业代理	未知	 	
浑源县农村信用合作联社张庄信用社	保险兼业代理	未知	 	
